match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,0.1,England,Netherlands,JM Bairstow,DJ Malan,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,0.2,England,Netherlands,JM Bairstow,DJ Malan,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,0.3,England,Netherlands,JM Bairstow,DJ Malan,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,0.4,England,Netherlands,JM Bairstow,DJ Malan,A Dutt,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,0.5,England,Netherlands,JM Bairstow,DJ Malan,A Dutt,2,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,0.6,England,Netherlands,JM Bairstow,DJ Malan,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,1.1,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,1.2,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,1.3,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,1.4,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,1.5,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,1.6,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,0,1,1,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,1.7,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,0,1,1,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,1.8,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,2.1,England,Netherlands,JM Bairstow,DJ Malan,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,2.2,England,Netherlands,JM Bairstow,DJ Malan,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,2.3,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,2.4,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,2.5,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,2.6,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,3.1,England,Netherlands,JM Bairstow,DJ Malan,LV van Beek,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,3.2,England,Netherlands,JM Bairstow,DJ Malan,LV van Beek,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,3.3,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,3.4,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,3.5,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,3.6,England,Netherlands,JM Bairstow,DJ Malan,LV van Beek,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,4.1,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,4.2,England,Netherlands,JM Bairstow,DJ Malan,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,4.3,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,4.4,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,4.5,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,4.6,England,Netherlands,JM Bairstow,DJ Malan,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,5.1,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,5.2,England,Netherlands,JM Bairstow,DJ Malan,LV van Beek,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,5.3,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,5.4,England,Netherlands,JM Bairstow,DJ Malan,LV van Beek,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,5.5,England,Netherlands,JM Bairstow,DJ Malan,LV van Beek,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,5.6,England,Netherlands,DJ Malan,JM Bairstow,LV van Beek,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,6.1,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,6.2,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,6.3,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,6.4,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,6.5,England,Netherlands,DJ Malan,JM Bairstow,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,6.6,England,Netherlands,JM Bairstow,DJ Malan,A Dutt,0,0,,,,,,caught,JM Bairstow,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,7.1,England,Netherlands,DJ Malan,JE Root,LV van Beek,2,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,7.2,England,Netherlands,DJ Malan,JE Root,LV van Beek,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,7.3,England,Netherlands,DJ Malan,JE Root,LV van Beek,0,1,1,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,7.4,England,Netherlands,DJ Malan,JE Root,LV van Beek,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,7.5,England,Netherlands,DJ Malan,JE Root,LV van Beek,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,7.6,England,Netherlands,DJ Malan,JE Root,LV van Beek,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,7.7,England,Netherlands,DJ Malan,JE Root,LV van Beek,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,8.1,England,Netherlands,JE Root,DJ Malan,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,8.2,England,Netherlands,DJ Malan,JE Root,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,8.3,England,Netherlands,DJ Malan,JE Root,A Dutt,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,8.4,England,Netherlands,DJ Malan,JE Root,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,8.5,England,Netherlands,DJ Malan,JE Root,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,8.6,England,Netherlands,DJ Malan,JE Root,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,9.1,England,Netherlands,DJ Malan,JE Root,PA van Meekeren,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,9.2,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,9.3,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,9.4,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,9.5,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,9.6,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,10.1,England,Netherlands,DJ Malan,JE Root,BFW de Leede,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,10.2,England,Netherlands,DJ Malan,JE Root,BFW de Leede,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,10.3,England,Netherlands,JE Root,DJ Malan,BFW de Leede,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,10.4,England,Netherlands,DJ Malan,JE Root,BFW de Leede,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,10.5,England,Netherlands,DJ Malan,JE Root,BFW de Leede,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,10.6,England,Netherlands,DJ Malan,JE Root,BFW de Leede,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,11.1,England,Netherlands,DJ Malan,JE Root,PA van Meekeren,2,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,11.2,England,Netherlands,DJ Malan,JE Root,PA van Meekeren,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,11.3,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,11.4,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,11.5,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,11.6,England,Netherlands,DJ Malan,JE Root,PA van Meekeren,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,12.1,England,Netherlands,DJ Malan,JE Root,BFW de Leede,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,12.2,England,Netherlands,DJ Malan,JE Root,BFW de Leede,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,12.3,England,Netherlands,JE Root,DJ Malan,BFW de Leede,2,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,12.4,England,Netherlands,JE Root,DJ Malan,BFW de Leede,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,12.5,England,Netherlands,JE Root,DJ Malan,BFW de Leede,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,12.6,England,Netherlands,JE Root,DJ Malan,BFW de Leede,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,13.1,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,0,1,1,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,13.2,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,4,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,13.3,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,13.4,England,Netherlands,DJ Malan,JE Root,PA van Meekeren,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,13.5,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,2,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,13.6,England,Netherlands,JE Root,DJ Malan,PA van Meekeren,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,13.7,England,Netherlands,DJ Malan,JE Root,PA van Meekeren,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,14.1,England,Netherlands,JE Root,DJ Malan,RE van der Merwe,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,14.2,England,Netherlands,DJ Malan,JE Root,RE van der Merwe,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,14.3,England,Netherlands,JE Root,DJ Malan,RE van der Merwe,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,14.4,England,Netherlands,DJ Malan,JE Root,RE van der Merwe,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,14.5,England,Netherlands,DJ Malan,JE Root,RE van der Merwe,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,14.6,England,Netherlands,JE Root,DJ Malan,RE van der Merwe,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,15.1,England,Netherlands,DJ Malan,JE Root,CN Ackermann,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,15.2,England,Netherlands,JE Root,DJ Malan,CN Ackermann,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,15.3,England,Netherlands,JE Root,DJ Malan,CN Ackermann,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,15.4,England,Netherlands,DJ Malan,JE Root,CN Ackermann,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,15.5,England,Netherlands,JE Root,DJ Malan,CN Ackermann,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,15.6,England,Netherlands,DJ Malan,JE Root,CN Ackermann,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,16.1,England,Netherlands,DJ Malan,JE Root,RE van der Merwe,6,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,16.2,England,Netherlands,DJ Malan,JE Root,RE van der Merwe,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,16.3,England,Netherlands,JE Root,DJ Malan,RE van der Merwe,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,16.4,England,Netherlands,DJ Malan,JE Root,RE van der Merwe,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,16.5,England,Netherlands,JE Root,DJ Malan,RE van der Merwe,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,16.6,England,Netherlands,DJ Malan,JE Root,RE van der Merwe,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,17.1,England,Netherlands,JE Root,DJ Malan,CN Ackermann,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,17.2,England,Netherlands,DJ Malan,JE Root,CN Ackermann,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,17.3,England,Netherlands,JE Root,DJ Malan,CN Ackermann,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,17.4,England,Netherlands,DJ Malan,JE Root,CN Ackermann,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,17.5,England,Netherlands,JE Root,DJ Malan,CN Ackermann,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,17.6,England,Netherlands,DJ Malan,JE Root,CN Ackermann,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,18.1,England,Netherlands,DJ Malan,JE Root,RE van der Merwe,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,18.2,England,Netherlands,DJ Malan,JE Root,RE van der Merwe,6,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,18.3,England,Netherlands,DJ Malan,JE Root,RE van der Merwe,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,18.4,England,Netherlands,DJ Malan,JE Root,RE van der Merwe,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,18.5,England,Netherlands,JE Root,DJ Malan,RE van der Merwe,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,18.6,England,Netherlands,JE Root,DJ Malan,RE van der Merwe,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,19.1,England,Netherlands,JE Root,DJ Malan,A Dutt,2,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,19.2,England,Netherlands,JE Root,DJ Malan,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,19.3,England,Netherlands,DJ Malan,JE Root,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,19.4,England,Netherlands,JE Root,DJ Malan,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,19.5,England,Netherlands,DJ Malan,JE Root,A Dutt,0,1,1,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,19.6,England,Netherlands,DJ Malan,JE Root,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,19.7,England,Netherlands,DJ Malan,JE Root,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,20.1,England,Netherlands,DJ Malan,JE Root,LV van Beek,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,20.2,England,Netherlands,JE Root,DJ Malan,LV van Beek,0,0,,,,,,bowled,JE Root,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,20.3,England,Netherlands,BA Stokes,DJ Malan,LV van Beek,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,20.4,England,Netherlands,BA Stokes,DJ Malan,LV van Beek,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,20.5,England,Netherlands,BA Stokes,DJ Malan,LV van Beek,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,20.6,England,Netherlands,DJ Malan,BA Stokes,LV van Beek,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,21.1,England,Netherlands,DJ Malan,BA Stokes,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,21.2,England,Netherlands,DJ Malan,BA Stokes,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,21.3,England,Netherlands,BA Stokes,DJ Malan,A Dutt,2,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,21.4,England,Netherlands,BA Stokes,DJ Malan,A Dutt,0,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,21.5,England,Netherlands,BA Stokes,DJ Malan,A Dutt,1,0,,,,,,,,,
1384431,2023/24,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",1,21.6,England,Netherlands,DJ Malan,BA Stokes,A Dutt,0,0,,,,,,run out,DJ Malan,,
